Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Morocco,MAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.598400116,,,,,,,,,,1.47420001,,,,,1.428599954,,,,,,1.228199959,,,,1.266899943,,,,,1.289999962,,,,1.112300038,,,0.980000019,,,1.1,0.87,1.09,0.78,0.87,0.87,0.87,0.87,1.1,1.13,1.13,0.85,0.85,0.85,1.1,1.1,1.1,1,,,,
Monaco,MCO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.10709953,,,21.67860031,,,19.56999969,,,,,,,,,,,,,,,,16.46,13.8,,,,,,,,,
Moldova,MDA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,12.05480003,12.08209991,12.05109978,12.07979965,12.14350033,12.22049999,12.43550014,12.66759968,12.76369953,12.72749996,13.14780045,13.11620045,12.79030037,12.48270035,12.2215004,12.21000004,12.13000011,11.61999989,11.22999954,8.18999958,7.08,6.9,6.75,6.67,6.41,6.39,6.27,6.12,6.11,6.15,6.18,6.19,6.23,5.83,5.66,,,,,,,
Madagascar,MDG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.406185865,,,,,,,,,,2.790800095,,,,,2.431299925,,,,,,,,,,,,,,,0.93599999,,,,,,,,,,,,0.419999987,,,0.3,,,,,0.2,,,,,,,,,,,
Maldives,MDV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.762799978,,,,,,,,,,1.700000048,,2.26,2.3,,2.6,,,,4.3,,,,,,,,,,,,
Middle East & North Africa,MEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.933100503,,,,,,,,,,1.898459258,,,,,,,,,,,1.870964598,,,,,,,,,1.891962117,,,,,,,,,,1.766583139,1.815639313,1.76759414,1.764771524,1.778439634,1.788926404,1.814720982,1.774868918,1.717234636,1.625330704,1.708650332,1.363880045,1.313630659,1.313395078,1.604082839,1.617268286,1.585796451,1.54179925,,,,
Mexico,MEX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,0.699999988,,,,,,,,,,1,1.100000024,1.200000048,1.200000048,1.200000048,1.200000048,1.200000048,1.100000024,1.100000024,1.100000024,1.05,1.08,1.09,1.06,1.07,1.05,1.02,1.06,1.03,1.02,1.05,1.04,1.03,1.03,1.03,1,1,0.99,0.98,,,
Marshall Islands,MHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.272700071,,,,,,,,,2.1,,,,,,,,,,2.7,2.7,,,,,,,,,,,
Middle income,MIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,1.385255699,,,,,1.553120361,,,,,2.037269783,2.010419367,,,,2.719131905,,3.075575039,,,3.079276294,2.615177614,,,,,,,,,2.040259381,1.932781242,1.826471163,2.063994592,,1.915838012,1.954501756,1.931726983,1.947786189,1.920806979,1.972376197,1.978649676,2.081888366,2.185427266,2.199025715,2.168116115,2.184620301,2.356656625,,,,
North Macedonia,MKD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,5.450300217,5.443399906,5.494299889,5.402800083,5.464399815,5.444399834,5.310900211,5.269800186,5.173799992,5.243700027,5.198500156,5.181600094,5.364600182,5.338300228,5.402900219,5.511899948,5.499499798,5.433599949,5.474299908,5.499000072,5.947700024,5.78730011,5.696400166,5.600599766,5.550000191,5.409999847,5.199999809,5.159999847,5.150000095,5.099999905,5.06,4.94,4.84,4.81,4.77,4.7,4.63,4.56,4.55,4.48,4.59,4.51,4.4,4.45,4.4,4.39,4.37,4.28,,,,
Mali,MLI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.668505728,,,,,,,,,,0.679099977,,,,,0.714299977,,,,,,,,,,,,,,,,,,,,,,,0.239999995,,,,,,,0.3,,,0.6,,0.1,,,,,,,,,,,
Malta,MLT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,9.258358955,,,,,,,,,,,,,,,,,,,,,,,,9.463899612,,,9.335300446,9.257300377,9.441100121,,,,5.843200207,5.621099949,5.429999828,5.78000021,5.639999867,5.610000134,5.570000172,5.48,7.57,7.48,7.43,7.46,7.45,7.57,7.85,7.39,4.83,4.52,4.38,4.71,4.78,4.59,4.59,4.67,4.49,,,,
Myanmar,MMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.663009286,,,,,,,,,,0.858099997,,,,,,,,,,0.85710001,0.857599974,,,,,,,,,0.635800004,,,,,,,,,,0.7,,0.63,,,,0.6,,,,,,0.9,,,,1.04,1.04,,,,
Middle East & North Africa (excluding high income),MNA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.843975803,,,,,,,,,,1.906953147,,,,,,,,,,1.747310525,1.752000484,,,,,,,,,1.749953648,,,,,,,,,,1.641298224,1.616717035,1.648877112,1.643723686,1.672356285,1.673171978,1.711096166,1.673795211,1.610340595,1.516685683,1.613631827,1.238775923,1.179070567,1.162082456,1.501840469,1.540493635,1.484470303,1.429861458,,,,
Montenegro,MNE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4.25,4.2,4.22,4.21,4.18,4.21,4.05,3.93,3.94,3.98,3.98,3.97,3.89,3.93,3.93,3.93,3.86,,,,
Mongolia,MNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,8.681960106,,,,,,,,,,9.495200157,,,,,,,,,,11.19719982,11.02890015,,,,,,,,,,11.48649979,,,,,,,,,,,7.5,,6,,6.4,6.11,,5.9,6,6.75,7,,,7,7,8,,,,
Northern Mariana Islands,MNP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.808872819,,,,,,,,,,1.175199986,,,,,,,,,,1.089699984,,,,,,,,,,0.8671,,,,,,,,,,,,,,,,0.8,0.8,,,,0.7,,,,,,,,,,
Mauritania,MRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.204843596,,,,,,,,,,0.344000012,,,,,0.344300002,,,,,,,,,0.7676,,,,,,0.665400028,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,
Mauritius,MUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.716666698,,,,,,,,,,3.951600075,,,,,3.299700022,,,,,3.122200012,,,,,3.34649992,,,,,,2.886600018,3.135099888,3.094799995,3.074599981,,,,,,,,,,,3,,,3.3,,,3.4,,,,,,,,,,
Malawi,MWI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.118730545,,,,,,,,,,1.538499951,,,,,,,,,,,,,,,,,,,0.841899991,1.550699949,,,,,,,,1.340000033,,,,,,,,,1.1,,,,1.3,,,,,,,,,,
Malaysia,MYS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.728132725,,,,,,,,,,3.469700098,,,,,3.346699953,,,,,,2.278300047,,,,2.557600021,,2.477900028,,2.33949995,2.130599976,2.093899965,2.06069994,2.029500008,2.021500111,2.029999971,2.009999991,,,,,1.8,,,,1.8,1.9,1.76,,1.8,1.8,1.79,1.9,,,1.86,1.62,1.88,,,,
North America,NAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,8.929443738,,,,,8.800000191,,,,,7.815222548,7.5,7.400000095,7.199999809,7.099999905,6.800000191,6.629131952,6.448625632,6.268036196,6.167966376,6.077907708,5.997606426,5.988033304,5.897880275,5.807743935,5.627365699,5.527446049,5.33777554,5.238259129,5.12937018,5.009840327,4.899770946,4.689629463,4.589452369,4.300000191,4.189221283,3.969789279,3.859305208,3.749271706,3.629473643,3.517463818,3.491597524,3.414577999,3.346719353,3.277704048,3.1901624,3.164253299,3.122281754,3.102404212,3.052338194,3.02325819,2.953124311,2.916058221,2.873015171,2.813975102,2.781970348,2.752909428,2.835644176,,,,
Namibia,NAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,2.7,,,,,,,,,,,,
New Caledonia,NCL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.409490883,,,,,,,,,,0.494700015,,,,,0.495299995,,,,,,,,,,,,0.543900013,,,,,,,0.194600001,0.119999997,0.119999997,0.180000007,0.119999997,,,,,,,0.3,,,,,0.35,,,,,0.31,,0.39,,,,
Nigeria,NGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.418167114,,,,,,,,,,0.559800029,,,,,0.555800021,,,,,0.86619997,,,,,,,,6.370299816,,1.668200016,,,,,,,,,,1.2,,,,0.5,,,,,,,,,,,,,,,,,
Nicaragua,NIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.158236027,,,,,,,,,,2.280299902,,,,,2.411900043,,,,,,,,,,2.405999899,,,,1.826900005,1.82130003,,,1.799999952,,,1.480000019,,,,,,,0.899999976,0.9,0.9,1,0.9,0.9,,0.8,1.14,0.96,0.95,0.93,0.93,0.93,0.93,,,,
Netherlands,NLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.800000191,5.699999809,5.699999809,5.599999905,5.400000095,5.300000191,5.199999809,5.199999809,5.099999905,5,4.92,4.75,4.69,4.58,4.56,4.5,4.34,4.31,4.27,4.2,4.05,3.84,3.75,3.61,,3.49,3.41,3.28,3.17,,,
Norway,NOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,5.900000095,5.699999809,5.300000191,4.800000191,4.599999905,4.400000095,4.300000191,4.199999809,4.099999905,4,4,4,4,3.900000095,3.8,3.82,4.99,4.99,5.25,5.16,5.03,4.86,4.64,4.52,4.3,4.19,3.97,3.86,3.84,3.76,3.68,3.6,3.53,,,
Nepal,NPL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.115763798,,,,,,,,,,0.135299996,,,,,0.137700006,,,,,0.175600007,,,,,0.180199996,,0.226999998,0.239800006,0.244299993,0.243599996,0.237200007,0.242599994,0.238700002,0.232299998,0.170000002,0.159999996,0.170000002,,0.200000003,,0.2,0.15,,,,5,,,,,,0.3,,,,,,,,,
Nauru,NRU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,3.5,,,5,,,,,,,,,,,
New Zealand,NZL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,11.69999981,,,,,,,,,,10.80000019,,,,,,,,,,10.19999981,,,,,9.5,,,,,8.5,7.400000095,7.099999905,6.5,6.699999809,6.199999809,6.099999905,6.099999905,6.199999809,,,,6.2,,,,,,,2.41,2.75,2.82,2.83,2.78,2.76,2.72,2.74,2.73,2.62,2.57,,
OECD members,OED,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,8.567009171,,,,,,,,,,8.671752816,,,,,,,,,,7.552923811,,,,,7.987825656,,,,,5.554454152,5.792537866,5.522542194,6.39422668,6.532900834,6.313584196,6.004021623,6.074067338,5.959254383,5.849652423,5.538704067,5.480306448,5.437646057,5.239939289,5.177617112,5.245567154,5.048414719,5.032154623,5.114319561,5.050670624,4.880479904,4.84210752,4.828768129,4.792103588,4.780474273,4.722210966,4.701222734,4.719067234,5.043349805,,,
Oman,OMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.335125446,,,,,,,,,,,,,,,,,,,,1.620300055,1.607599974,,,,,,,,2.507200003,2.108799934,,,,,,,,2.200000048,,2.18,2.1,2.04,2.04,2.2,2.1,2.1,2.02,2.02,1.9,1.77,1.77,1.65,1.71,1.58,1.56,1.49,1.47,,,,
Other small states,OSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.557261586,,,,,,,,,,0.520799994,,,,,0.526300013,,,,,0.573099971,0.569299996,,,,,0.5995,,,0.604300022,0.639999986,0.652199984,0.644699991,0.651499987,,,,,,,0.67,0.66,0.69,0.68,0.68,0.7,1.25,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.63,0.63,,,,
Panama,PAN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.775310755,,,,,,,,,,2.974100113,,,,,3.381700039,,,,,,,,,,3.353300095,,,,,2.5,,,2.700000048,,,2.210000038,,,,,,2.5,,2.4,2.2,2.3,2.3,2.3,2.3,2.3,2.27,2.33,2.3,2.24,2.29,2.25,,,,,
Peru,PER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.411438942,,,,,,,,,,2.172800064,,,,,2.5,,,,,,,,,,1.684499979,,,,,1.413200021,,1.5,1.299999952,1.35710001,,1.470000029,,,,,,,1.399999976,0.9,,,1.2,1.5,1.6,1.5,1.53,1.52,1.51,1.56,1.55,1.59,1.59,,,,
Philippines,PHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.838957667,,,,,,,,,,1.189800024,,,,,1.709499955,1.709400058,,,,1.708899975,,1.713500023,1.714699984,1.715299964,1.755699992,1.71420002,,,,1.391899943,1.274500012,1.370100021,1.071099997,,,,,,,,1,0.5,,,,1.07,1.05,1.04,1.06,1.06,1.07,1.05,0.99,0.99,,,,,,,
Palau,PLW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,5.9,5,,4.9,4.8,,,,,,,,,,,
Papua New Guinea,PNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,6.602399826,,,,,4.943200111,,,,,5.544400215,,,,4.998300076,4.7354002,,,,3.329900026,4.024199963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.599999905,,,,,,,,,,5.199999809,,,,,,,,,,5.599999905,,,,,5.699999809,,,,,5.699999809,5.699999809,5.599999905,5.599999905,5.599999905,5.5,5.5,5.400000095,5.300000191,5.099999905,4.900000095,,5.599999905,6.68,6.67,6.52,6.47,6.42,6.62,6.65,6.61,6.63,6.63,6.61,6.63,6.63,6.64,6.62,6.54,,,
Pre-demographic dividend,PRE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.421863342,,,,,,,,,,1.368628025,,,,,,,,,,,,,,,,,,,,1.329341861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.319999933,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,,,14.3,,13.2,,,,,,,,,
Portugal,PRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4.099999905,4.099999905,4.099999905,4,3.900000095,3.900000095,3.900000095,4,3.900000095,3.900000095,3.799999952,3.71,3.65,3.57,3.58,3.59,3.56,3.48,3.44,3.39,3.37,3.37,3.37,3.41,3.39,3.32,3.37,3.39,3.39,3.45,,,
Paraguay,PRY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.389250755,,,,,,,,,,1.629400015,,,,,1.682999969,,,,,,,,,,,,,,1.32009995,0.932200015,,,1.299999952,0.600899994,,1.340000033,,,,,,1.200000048,,,1.2,1.3,1.3,1.3,1.3,1.3,1.36,,,0.83,0.78,0.83,,,,,
West Bank and Gaza,PSE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.200000048,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.779783746,,,,,,,,,,4.890245819,,,,,,,,,,3.611914833,3.704009714,,,,,,,,,,,,,,,,,,,,,,,,2.07690501,,,,,,1.938149437,,,,,,,,,,
Post-demographic dividend,PST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,9.287759732,,,,,,,,,,9.438005207,,,,,,,,,,8.971214748,,,,,8.683819918,,,,,7.024264821,7.03887803,6.739030045,7.762255477,7.742165929,7.489040283,7.280978187,7.087734258,6.92194942,6.779601584,6.516953583,6.410207132,6.342793938,6.214374844,6.160445273,6.067664998,6.020118251,6.024424093,5.943108023,5.918331896,5.868139079,5.793449236,5.801477773,5.734348869,5.681040966,5.481864457,5.454431924,5.501571655,,,,
French Polynesia,PYF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,5.531499863,,,,,,,,,,,2.939599991,,,,,,,,2.300299883,,,,,,,,1.649999976,,,2.36,2.42,2.36,2.36,2.36,2.43,2.52,2.52,2.52,1.4,1.23,1.2,1.2,1.4,1.2,1.2,1.2,1.25,,,,
Romania,ROU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.273270607,,,,,,,,,,,,,,,,,,,,8.776200294,8.775099754,8.810700417,,8.895799637,8.940400124,8.94659996,8.950200081,8.942199707,8.93710041,8.919899941,8.922100067,7.862100124,7.869900227,7.69449997,7.639999867,7.559999943,7.380000114,7.309999943,7.309999943,7.7,7.74,7.67,6.75,6.74,6.78,6.74,6.54,6.57,6.62,6.28,6.31,6.6,6.67,6.71,6.79,6.84,6.89,,,,
Russian Federation,RUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,12.98159981,13.04629993,13.11760044,13.17520046,13.18620014,13.05529976,12.70199966,12.23429966,12.19589996,11.96119976,11.86999989,11.63000011,11.34000015,11.10999966,10.85000038,11.4,11.33,11.15,11.04,11.13,11.01,10.9,10.71,9.85,9.68,9.41,9.42,9.3,9.07,8.81,8.35,8.16,8.05,7.12,,,
Rwanda,RWA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,1.253999949,,,,,1.242599964,,,,,1.527999997,1.478099942,,,,,,,,0.867900014,1.65199995,,,,,,,,,,,,,,1.7,,1.6,1.6,,,,,,,,,,,,,,
South Asia,SAS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.506308437,,,,,,,,,,0.585141601,,,,,0.62665707,,,,,0.729453383,0.731848932,,,,0.7090829,,0.702410166,,,,0.719413739,,,,,,,,,0.680770275,0.631377634,0.630986546,0.86481914,,0.431827838,0.605414027,0.482038664,0.433492547,0.460309627,0.527241767,0.620773106,0.542937461,0.504843047,0.53627262,0.598188007,0.526601726,0.588178085,,,,
Saudi Arabia,SAU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.774723947,,,,,,,,,,1.181399941,,,,,,,,,,,1.458199978,,,,,,,,,2.496400118,,,,,,,2.299999952,,,2.3,3.23,2.24,2.24,2.24,2.25,2.3,2.2,2.21,2.17,2.2,2.14,2.09,2.2,2.65,2.2,2.23,2.24,,,,
Sudan,SDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.006500959,,,,,,,,,,1.042600036,,,,,0.993200004,,,,,0.890699983,0.870199978,,,,,,,,,1.088000059,,,,,,,,,,0.81,0.74,0.73,0.73,0.71,0.72,0.73,0.73,0.73,0.73,0.72,0.84,0.82,0.82,8.01,0.67,6.74,0.74,,,,
Senegal,SEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.313147187,,,,,,,,,,1.298499942,,,,,1.290099978,,,,,,,,,,,,,,0.523999989,0.729600012,,,,0.247500002,,0.449999988,,0.400000006,,,,,,,,,0.1,0.3,,,,,,,,,,,,,
Singapore,SGP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.392466545,,,,,,,,,,3.698299885,,,,,3.333300114,,,,,3.956500053,3.907999992,,,,,,,,,3.607800007,3.547199965,3.451400042,3.642699957,3.56520009,,,,,,,2.900000095,,2.8,,3.2,3.2,3.22,3.1,,,2,,2.19,2.24,2.4,2.48,2.49,,,,
Solomon Islands,SLB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.330508709,,,,,,,,,,7.341599941,,,,,,,,,,,5.682899952,,,,,,,,,0.828100026,,2.748100042,,,,,,,,,,,2.2,,1.4,,,,,,1.66,1.4,,,,,,,,,
Sierra Leone,SLE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.772869229,,,,,,,,,,0.925499976,,,,,0.906899989,,,,,1.21449995,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,
El Salvador,SLV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.183475494,,,,,,,,,,1.902400017,,,,,1.985000014,,,,,,,,,,,,,,,1.471099973,,,1.5,,,1.649999976,,,,,,,,,0.9,0.9,0.7,0.8,1.1,1,1.03,1.07,1.07,1.35,1.02,1.06,1.2,,,,
San Marino,SMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,6.671999931,,,,6.820000172,6.768000126,6.699999809,6.65899992,7.657000065,7.445000172,7.159999847,,,,,,,,,,,,,,,,,,,,,3.85,3.8,,,,,,,,,
Somalia,SOM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.355319142,,,,,,,,,,1.355700016,,,,,1.422000051,,,,,,,,,,,,,0.906300008,,0.753499985,,,,,,,0.400000006,,,0.42,0.42,0.42,0.42,0.42,,,,,,,,,0.87,0.87,0.87,0.87,0.87,,,,
Serbia,SRB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.54,5.35,5.34,5.35,5.4,5.43,5.44,5.5,5.52,5.58,5.59,5.61,,,,
Sub-Saharan Africa (excluding high income),SSA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.398112639,,,,,,,,,,1.357503676,,,,,1.277732168,,,,,,,,,,,,,,,1.212575492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.399287501,,,,,,,,,,1.358614966,,,,,1.278676445,,,,,,,,,,,,,,,1.212575492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.575127411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,40.31545639,,,,,,,,,,26.71229935,,,,,,,,,,,,,,,,,,,,,4.737299919,,,,,,,,,,,,3.2,,,3.2,,,,,2.9,,,,,,,,,,
Suriname,SUR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.510344982,,,,,,,,,,5.677400112,,,,,,,,,,8.926799774,,,,,,,,,,5.699999809,,,,,3.1,3.74000001,,,,3.9,3.599999905,,,3.1,,3.3,3.1,,2.6,3.1,,,,,3.05,,3,,,,
Slovak Republic,SVK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,8.95471,8.94222,8.95051,8.81316,8.81631,7.448200226,7.577899933,7.560900211,7.874000073,7.099299908,,8.300000191,8.100000382,8,8,7.86,7.67,7.57,7.25,6.91,6.79,6.73,6.78,6.59,6.54,6.46,6.05,5.91,5.8,5.79,5.75,5.78,5.82,5.7,,,
Slovenia,SVN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,6.952600002,,6.679500103,,6.500999928,6.326099873,6.26789999,6.215300083,6.138000011,6.063399792,6.040800095,6.011300087,5.936999798,5.800700188,5.776899815,5.75,5.659999847,5.670000076,5.619999886,5.550000191,5.4,5.16,5.09,4.96,4.8,4.83,4.77,4.66,4.74,4.6,4.57,4.62,4.54,4.55,4.54,4.51,4.49,4.5,4.43,,,
Sweden,SWE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,14.19999981,,,,,,,,,,15.30000019,,,,,,,,,,15.10000038,,,,,14.60000038,,,,,12.39999962,11.89999962,7.599999905,7,6.5,4.900000095,4.400000095,5.2,3.799999952,3.700000048,3.58,3.27,3.13,3.05,3.01,2.93,2.89,2.86,2.81,2.76,2.73,2.7,2.66,2.59,2.54,2.44,2.34,2.21,2.14,,,
Eswatini,SWZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.944785237,,,,,,,,,,3.374700069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,2.1,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.098321438,,,,,,,,,,6.492499828,,,,,4.949699879,,,,,,,,,,4.822000027,,,,6.283299923,,,,,,,,,,,,,,,,,5.7,,,3.9,,3.6,,,,,,,,,,
Syrian Arab Republic,SYR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.076737523,,,,,,,,,,0.993399978,,,,,1,,,,,1.104500055,1.145799994,,,,,,,,,1.086500049,,,,,,1.5,,1.5,1.399999976,1.4,1.4,1.38,1.49,1.49,1.28,1.47,1.47,1.54,1.51,1.54,1.55,1.53,1.52,1.5,1.47,1.46,1.4,,,,
Turks and Caicos Islands,TCA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
